"","Gruppe","Bewertet","Geraten_Exemplar","Geraten_Kurz","Belebtheit","Art","Groesse","Exemplar","Kurz","Spricht","Runde_Durchgang","Exemplar_Korrekt","Gruppe_Korrekt","Geraten_Belebtheit","Belebtheit_Korrekt","Geraten_Art","Art_Korrekt","Geraten_Groesse","Groesse_Korrekt"
"465","l","l1_w_20","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","l2_w_22","02_06",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"466","l","l3_w_21","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","l2_w_22","02_06",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"467","m","m1_w_18","Aeffchen","BSK","Belebt","Saeugetier","Klein","Aeffchen","BSK","m2_w_19","02_06",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"468","m","m3_w_18","Blaumeise","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","m2_w_19","02_06",0,0,"Belebt",1,"Vogel",0,"Klein",1
"469","a","a1_m_31","Handtrommel","UIK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","a2_w_26","02_07",0,0,"Unbelebt",1,"Instrument",0,"Klein",1
"470","a","a3_m_22","Handtrommel","UIK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","a2_w_26","02_07",0,0,"Unbelebt",1,"Instrument",0,"Klein",1
"471","b","b1_w_20","Elefant","BSG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","b2_m_27","02_07",0,0,"Belebt",0,"Saeugetier",0,"Gross",0
"472","b","b3_w_20","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","b2_m_27","02_07",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"473","c","c1_w_41","Spatz","BVK","Unbelebt","Instrument","Klein","Handtrommel","UIK","c2_w_20","02_07",0,0,"Belebt",0,"Vogel",0,"Klein",1
"474","c","c3_w_31","Kleinflugzeug","UFK","Unbelebt","Instrument","Klein","Handtrommel","UIK","c2_w_20","02_07",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"475","d","d1_w_24","Kleinwagen","UFK","Belebt","Reptil","Gross","Krokodil","BRG","d2_w_32","02_07",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"476","d","d3_w_24","Storch","BVG","Belebt","Reptil","Gross","Krokodil","BRG","d2_w_32","02_07",0,0,"Belebt",1,"Vogel",0,"Gross",1
"477","e","e1_w_24","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","e2_w_25","02_07",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"478","e","e3_w_22","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","e2_w_25","02_07",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"479","f","f1_w_20","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","f2_m_38","02_07",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"480","f","f3_w_24","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","f2_m_38","02_07",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"481","g","g1_w_27","Aeffchen","BSK","Belebt","Reptil","Klein","Schildkroete","BRK","g2_w_25","02_07",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"482","g","g3_w_26","Dompfaff","BVK","Belebt","Reptil","Klein","Schildkroete","BRK","g2_w_25","02_07",0,0,"Belebt",1,"Vogel",0,"Klein",1
"483","h","h1_w_27","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","h2_m_34","02_07",1,1,"Belebt",1,"Reptil",1,"Klein",1
"484","h","h3_m_30","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","h2_m_34","02_07",1,1,"Belebt",1,"Reptil",1,"Klein",1
"485","i","i1_w_30","Armbanduhr","UGK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","i2_w_24","02_07",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"486","i","i3_m_21","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","i2_w_24","02_07",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"487","j","j1_w_21","Kontrabass","UIG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","j2_w_20","02_07",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"488","j","j3_w_21","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","j2_w_20","02_07",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"489","k","k1_w_22","Elefant","BSG","Unbelebt","Fahrzeug","Gross","SUV","UFG","k2_w_22","02_07",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"490","k","k3_w_25","Elefant","BSG","Unbelebt","Fahrzeug","Gross","SUV","UFG","k2_w_22","02_07",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"491","l","l1_w_20","Kondor","BVG","Belebt","Reptil","Klein","Schildkroete","BRK","l2_w_22","02_07",0,0,"Belebt",1,"Vogel",0,"Gross",0
"492","l","l3_w_21","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","l2_w_22","02_07",1,1,"Belebt",1,"Reptil",1,"Klein",1
"493","m","m1_w_18","Storch","BVG","Unbelebt","Instrument","Klein","Violine ","UIK","m2_w_19","02_07",0,0,"Belebt",0,"Vogel",0,"Gross",0
"494","m","m3_w_18","Kondor","BVG","Unbelebt","Instrument","Klein","Violine ","UIK","m2_w_19","02_07",0,0,"Belebt",0,"Vogel",0,"Gross",0
"495","a","a1_m_31","Wanduhr","UGG","Unbelebt","Instrument","Klein","Handtrommel","UIK","a2_w_26","02_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"496","a","a3_m_22","Wanduhr","UGG","Unbelebt","Instrument","Klein","Handtrommel","UIK","a2_w_26","02_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"497","b","b1_w_20","Elefant","BSG","Belebt","Saeugetier","Gross","Elefant","BSG","b2_m_27","02_08",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"498","b","b3_w_20","Elefant","BSG","Belebt","Saeugetier","Gross","Elefant","BSG","b2_m_27","02_08",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"499","c","c1_w_41","Gecko","BRK","Unbelebt","Geraet","Gross","Industriebackofen","UGG","c2_w_20","02_08",0,0,"Belebt",0,"Reptil",0,"Klein",0
"500","c","c3_w_31","Jumbojet","UFG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","c2_w_20","02_08",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"501","d","d1_w_24","Buerodrucker","UGG","Unbelebt","Instrument","Klein","Handtrommel","UIK","d2_w_32","02_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"502","d","d3_w_24","Handtrommel","UIK","Unbelebt","Instrument","Klein","Handtrommel","UIK","d2_w_32","02_08",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"503","e","e1_w_24","Kaninchen","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","e2_w_25","02_08",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"504","e","e3_w_22","Armbanduhr","UGK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","e2_w_25","02_08",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"505","f","f1_w_20","Handtrommel","UIK","Belebt","Vogel","Klein","Blaumeise","BVK","f2_m_38","02_08",0,0,"Unbelebt",0,"Instrument",0,"Klein",1
"506","f","f3_w_24","Spatz","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","f2_m_38","02_08",0,1,"Belebt",1,"Vogel",1,"Klein",1
"507","g","g1_w_27","Dompfaff","BVK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","g2_w_25","02_08",0,0,"Belebt",0,"Vogel",0,"Klein",1
"508","g","g3_w_26","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","g2_w_25","02_08",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"509","h","h1_w_27","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","h2_m_34","02_08",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"510","h","h3_m_30","Bodentrommel","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","h2_m_34","02_08",0,1,"Unbelebt",1,"Instrument",1,"Gross",1
"511","i","i1_w_30","Aeffchen","BSK","Belebt","Vogel","Klein","Spatz","BVK","i2_w_24","02_08",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"512","i","i3_m_21","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","i2_w_24","02_08",1,1,"Belebt",1,"Vogel",1,"Klein",1
"513","j","j1_w_21","Storch","BVG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","j2_w_20","02_08",0,0,"Belebt",0,"Vogel",0,"Gross",0
"514","j","j3_w_21","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","j2_w_20","02_08",0,0,"Belebt",0,"Reptil",0,"Klein",1
"515","k","k1_w_22","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","k2_w_22","02_08",1,1,"Belebt",1,"Reptil",1,"Klein",1
"516","k","k3_w_25","Armbanduhr","UGK","Belebt","Reptil","Klein","Blindschleiche","BRK","k2_w_22","02_08",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"517","l","l1_w_20","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","l2_w_22","02_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"518","l","l3_w_21","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","l2_w_22","02_08",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"519","m","m1_w_18","Kontrabass","UIG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","m2_w_19","02_08",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"520","m","m3_w_18","Baer","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","m2_w_19","02_08",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"521","a","a1_m_31","Industriebackofen","UGG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","a2_w_26","02_09",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"522","a","a3_m_22","Krokodil","BRG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","a2_w_26","02_09",0,0,"Belebt",0,"Reptil",0,"Gross",1
"523","b","b1_w_20","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","b2_m_27","02_09",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"524","b","b3_w_20","Backofen","UGK","Unbelebt","Instrument","Gross","Bodentrommel","UIG","b2_m_27","02_09",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"525","c","c1_w_41","Dompfaff","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","c2_w_20","02_09",0,0,"Belebt",1,"Vogel",0,"Klein",1
"526","c","c3_w_31","Dompfaff","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","c2_w_20","02_09",0,0,"Belebt",1,"Vogel",0,"Klein",1
"527","d","d1_w_24","Krokodil","BRG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","d2_w_32","02_09",0,0,"Belebt",0,"Reptil",0,"Gross",1
"528","d","d3_w_24","Jumbojet","UFG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","d2_w_32","02_09",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"529","e","e1_w_24","Armbanduhr","UGK","Belebt","Saeugetier","Klein","Kaninchen","BSK","e2_w_25","02_09",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"530","e","e3_w_22","Kleinflugzeug","UFK","Belebt","Saeugetier","Klein","Kaninchen","BSK","e2_w_25","02_09",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"531","f","f1_w_20","Elefant","BSG","Belebt","Saeugetier","Gross","Baer","BSG","f2_m_38","02_09",0,1,"Belebt",1,"Saeugetier",1,"Gross",1
"532","f","f3_w_24","Elefant","BSG","Belebt","Saeugetier","Gross","Baer","BSG","f2_m_38","02_09",0,1,"Belebt",1,"Saeugetier",1,"Gross",1
"533","g","g1_w_27","Industriebackofen","UGG","Belebt","Saeugetier","Gross","Baer","BSG","g2_w_25","02_09",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"534","g","g3_w_26","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Baer","BSG","g2_w_25","02_09",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"535","h","h1_w_27","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","h2_m_34","02_09",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"536","h","h3_m_30","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","h2_m_34","02_09",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"537","i","i1_w_30","Buerodrucker","UGG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","i2_w_24","02_09",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"538","i","i3_m_21","Industriebackofen","UGG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","i2_w_24","02_09",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"539","j","j1_w_21","SUV","UFG","Belebt","Saeugetier","Gross","Elefant","BSG","j2_w_20","02_09",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"540","j","j3_w_21","SUV","UFG","Belebt","Saeugetier","Gross","Elefant","BSG","j2_w_20","02_09",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"541","k","k1_w_22","Kondor","BVG","Belebt","Vogel","Gross","Harpyie","BVG","k2_w_22","02_09",0,1,"Belebt",1,"Vogel",1,"Gross",1
"542","k","k3_w_25","Kontrabass","UIG","Belebt","Vogel","Gross","Harpyie","BVG","k2_w_22","02_09",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"543","l","l1_w_20","Aeffchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","l2_w_22","02_09",0,1,"Belebt",1,"Saeugetier",1,"Klein",1
"544","l","l3_w_21","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","l2_w_22","02_09",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"545","m","m1_w_18","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","m2_w_19","02_09",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"546","m","m3_w_18","Komodowaran","BRG","Belebt","Saeugetier","Gross","Baer","BSG","m2_w_19","02_09",0,0,"Belebt",1,"Reptil",0,"Gross",1
"547","a","a1_m_31","Dompfaff","BVK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","a2_w_26","02_10",0,0,"Belebt",0,"Vogel",0,"Klein",0
"548","a","a3_m_22","Blaumeise","BVK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","a2_w_26","02_10",0,0,"Belebt",0,"Vogel",0,"Klein",0
"549","b","b1_w_20","Blaumeise","BVK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","b2_m_27","02_10",0,0,"Belebt",0,"Vogel",0,"Klein",1
"550","b","b3_w_20","Blaumeise","BVK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","b2_m_27","02_10",0,0,"Belebt",0,"Vogel",0,"Klein",1
"551","c","c1_w_41","Armbanduhr","UGK","Belebt","Reptil","Klein","Gecko","BRK","c2_w_20","02_10",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"552","c","c3_w_31","Aeffchen","BSK","Belebt","Reptil","Klein","Gecko","BRK","c2_w_20","02_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"553","d","d1_w_24","Storch","BVG","Belebt","Vogel","Gross","Kondor","BVG","d2_w_32","02_10",0,1,"Belebt",1,"Vogel",1,"Gross",1
"554","d","d3_w_24","Elefant","BSG","Belebt","Vogel","Gross","Kondor","BVG","d2_w_32","02_10",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"555","e","e1_w_24","Grosser Bagger","UFG","Unbelebt","Geraet","Gross","Wanduhr","UGG","e2_w_25","02_10",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"556","e","e3_w_22","Jumbojet","UFG","Unbelebt","Geraet","Gross","Wanduhr","UGG","e2_w_25","02_10",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"557","f","f1_w_20","Harpyie","BVG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","f2_m_38","02_10",0,0,"Belebt",0,"Vogel",0,"Gross",0
"558","f","f3_w_24","Kleinwagen","UFK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","f2_m_38","02_10",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"559","g","g1_w_27","Violine","UIK","Belebt","Saeugetier","Klein","Aeffchen","BSK","g2_w_25","02_10",0,0,"Unbelebt",0,"Instrument",0,"Klein",1
"560","g","g3_w_26","Kirchenglocke","UIG","Belebt","Saeugetier","Klein","Aeffchen","BSK","g2_w_25","02_10",0,0,"Unbelebt",0,"Instrument",0,"Gross",0
"561","h","h1_w_27","Kleinwagen","UFK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","h2_m_34","02_10",0,0,"Unbelebt",1,"Fahrzeug",1,"Klein",0
"562","h","h3_m_30","Kleinwagen","UFK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","h2_m_34","02_10",0,0,"Unbelebt",1,"Fahrzeug",1,"Klein",0
"563","i","i1_w_30","Industriebackofen","UGG","Belebt","Saeugetier","Gross","Baer","BSG","i2_w_24","02_10",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"564","i","i3_m_21","Elefant","BSG","Belebt","Saeugetier","Gross","Baer","BSG","i2_w_24","02_10",0,1,"Belebt",1,"Saeugetier",1,"Gross",1
"565","j","j1_w_21","Kaninchen","BSK","Belebt","Vogel","Gross","Kondor","BVG","j2_w_20","02_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"566","j","j3_w_21","Igel","BSK","Belebt","Vogel","Gross","Kondor","BVG","j2_w_20","02_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"567","k","k1_w_22","Harpyie","BVG","Belebt","Reptil","Gross","Krokodil","BRG","k2_w_22","02_10",0,0,"Belebt",1,"Vogel",0,"Gross",1
"568","k","k3_w_25","Harpyie","BVG","Belebt","Reptil","Gross","Krokodil","BRG","k2_w_22","02_10",0,0,"Belebt",1,"Vogel",0,"Gross",1
"569","l","l1_w_20","Blaumeise","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","l2_w_22","02_10",1,1,"Belebt",1,"Vogel",1,"Klein",1
"570","l","l3_w_21","Aeffchen","BSK","Belebt","Vogel","Klein","Blaumeise","BVK","l2_w_22","02_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"571","m","m1_w_18","Blaumeise","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","m2_w_19","02_10",1,1,"Belebt",1,"Vogel",1,"Klein",1
"572","m","m3_w_18","Aeffchen","BSK","Belebt","Vogel","Klein","Blaumeise","BVK","m2_w_19","02_10",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"573","a","a1_m_31","Industriebackofen","UGG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","a2_w_26","02_11",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"574","a","a3_m_22","Kirchenglocke","UIG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","a2_w_26","02_11",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"575","b","b1_w_20","Spatz","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","b2_m_27","02_11",0,1,"Belebt",1,"Vogel",1,"Klein",1
"576","b","b3_w_20","Gloeckchen","UIK","Belebt","Vogel","Klein","Blaumeise","BVK","b2_m_27","02_11",0,0,"Unbelebt",0,"Instrument",0,"Klein",1
"577","c","c1_w_41","Industriebackofen","UGG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","c2_w_20","02_11",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"578","c","c3_w_31","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","c2_w_20","02_11",0,0,"Belebt",0,"Reptil",0,"Klein",1
"579","d","d1_w_24","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","d2_w_32","02_11",0,0,"Belebt",1,"Vogel",0,"Klein",1
"580","d","d3_w_24","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","d2_w_32","02_11",0,0,"Belebt",1,"Vogel",0,"Klein",1
"581","e","e1_w_24","Wanduhr","UGG","Belebt","Reptil","Gross","Krokodil","BRG","e2_w_25","02_11",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"582","e","e3_w_22","SUV","UFG","Belebt","Reptil","Gross","Krokodil","BRG","e2_w_25","02_11",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"583","f","f1_w_20","Baer","BSG","Belebt","Vogel","Gross","Storch","BVG","f2_m_38","02_11",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"584","f","f3_w_24","Baer","BSG","Belebt","Vogel","Gross","Storch","BVG","f2_m_38","02_11",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"585","g","g1_w_27","Kirchenglocke","UIG","Belebt","Vogel","Klein","Dompfaff","BVK","g2_w_25","02_11",0,0,"Unbelebt",0,"Instrument",0,"Gross",0
"586","g","g3_w_26","Wanduhr","UGG","Belebt","Vogel","Klein","Dompfaff","BVK","g2_w_25","02_11",0,0,"Unbelebt",0,"Geraet",0,"Gross",0
"587","h","h1_w_27","Harpyie","BVG","Belebt","Vogel","Klein","Dompfaff","BVK","h2_m_34","02_11",0,0,"Belebt",1,"Vogel",1,"Gross",0
"588","h","h3_m_30","Drucker","UGK","Belebt","Vogel","Klein","Dompfaff","BVK","h2_m_34","02_11",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"589","i","i1_w_30","Anakonda","BRG","Unbelebt","Geraet","Klein","Backofen","UGK","i2_w_24","02_11",0,0,"Belebt",0,"Reptil",0,"Gross",0
"590","i","i3_m_21","Anakonda","BRG","Unbelebt","Geraet","Klein","Backofen","UGK","i2_w_24","02_11",0,0,"Belebt",0,"Reptil",0,"Gross",0
"591","j","j1_w_21","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","j2_w_20","02_11",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"592","j","j3_w_21","Kaninchen","BSK","Belebt","Saeugetier","Klein","Igel","BSK","j2_w_20","02_11",0,1,"Belebt",1,"Saeugetier",1,"Klein",1
"593","k","k1_w_22","Kleinwagen","UFK","Belebt","Saeugetier","Gross","Elefant","BSG","k2_w_22","02_11",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"594","k","k3_w_25","Kondor","BVG","Belebt","Saeugetier","Gross","Elefant","BSG","k2_w_22","02_11",0,0,"Belebt",1,"Vogel",0,"Gross",1
"595","l","l1_w_20","Armbanduhr","UGK","Unbelebt","Geraet","Gross","Wanduhr","UGG","l2_w_22","02_11",0,0,"Unbelebt",1,"Geraet",1,"Klein",0
"596","l","l3_w_21","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","l2_w_22","02_11",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"597","m","m1_w_18","Schildkroete","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","m2_w_19","02_11",0,1,"Belebt",1,"Reptil",1,"Klein",1
"598","m","m3_w_18","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","m2_w_19","02_11",1,1,"Belebt",1,"Reptil",1,"Klein",1
"599","a","a1_m_31","Krokodil","BRG","Belebt","Reptil","Gross","Krokodil","BRG","a2_w_26","02_12",1,1,"Belebt",1,"Reptil",1,"Gross",1
"600","a","a3_m_22","Grosser Bagger","UFG","Belebt","Reptil","Gross","Krokodil","BRG","a2_w_26","02_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"601","b","b1_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","b2_m_27","02_12",1,1,"Belebt",1,"Reptil",1,"Klein",1
"602","b","b3_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","b2_m_27","02_12",1,1,"Belebt",1,"Reptil",1,"Klein",1
"603","c","c1_w_41","Jumbojet","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","c2_w_20","02_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"604","c","c3_w_31","Bodentrommel","UIG","Belebt","Saeugetier","Gross","Kuh","BSG","c2_w_20","02_12",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"605","d","d1_w_24","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","d2_w_32","02_12",1,1,"Belebt",1,"Reptil",1,"Klein",1
"606","d","d3_w_24","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","d2_w_32","02_12",1,1,"Belebt",1,"Reptil",1,"Klein",1
"607","e","e1_w_24","Spatz","BVK","Belebt","Reptil","Klein","Gecko","BRK","e2_w_25","02_12",0,0,"Belebt",1,"Vogel",0,"Klein",1
"608","e","e3_w_22","Kleinflugzeug","UFK","Belebt","Reptil","Klein","Gecko","BRK","e2_w_25","02_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"609","f","f1_w_20","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","f2_m_38","02_12",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"610","f","f3_w_24","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","f2_m_38","02_12",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"611","g","g1_w_27","Kleinflugzeug","UFK","Unbelebt","Geraet","Klein","Drucker","UGK","g2_w_25","02_12",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"612","g","g3_w_26","Handtrommel","UIK","Unbelebt","Geraet","Klein","Drucker","UGK","g2_w_25","02_12",0,0,"Unbelebt",1,"Instrument",0,"Klein",1
"613","h","h1_w_27","Jumbojet","UFG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","h2_m_34","02_12",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"614","h","h3_m_30","Drucker","UGK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","h2_m_34","02_12",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"615","i","i1_w_30","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","i2_w_24","02_12",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"616","i","i3_m_21","Blindschleiche","BRK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","i2_w_24","02_12",0,0,"Belebt",0,"Reptil",0,"Klein",1
"617","j","j1_w_21","Spatz","BVK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","j2_w_20","02_12",0,0,"Belebt",0,"Vogel",0,"Klein",1
"618","j","j3_w_21","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","j2_w_20","02_12",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"619","k","k1_w_22","Kontrabass","UIG","Unbelebt","Instrument","Gross","Kontrabass","UIG","k2_w_22","02_12",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
